llave_10,fraccion_8,nico,descripcion_completa,unidad_medida,arancel_importacion,nota_importacion,arancel_exportacion,nota_exportacion,regulaciones_economia
3004500200,30045002,00,"Antineuríticos a base de enzima proteolítica asociada con vitaminas B1 y B12, inyectable.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004509901,30045099,01,"Medicamentos a base de vitaminas, o de vitaminas con lipotrópicos, o de vitaminas con minerales, en cápsulas de gelatina blanda, aun cuando se presenten en sobres tropicalizados.",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004509999,30045099,99,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004609100,30046091,00,"Los demás, que contengan los principios activos contra la malaria (paludismo) descritos en la Nota 2 de subpartida del presente Capítulo.",Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004900100,30049001,00,Preparaciones a base de cal sodada.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004900200,30049002,00,Solución isotónica glucosada.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004900400,30049004,00,Tioleico RV 100.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004900500,30049005,00,"Emulsión de aceite de soya al 10% o al 20%, conteniendo 1.2% de lecitina de huevo, con un pH de 5.5 a 9.0, grasa de 9.0% a 11.0% y glicerol de 19.5 mg/ml a 24.5 mg/ml.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004900600,30049006,00,Antineurítico a base de enzima proteolítica inyectable.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004900700,30049007,00,Insaponificable de aceite de germen de maíz.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004900800,30049008,00,Liofilizados a base de 5-etil-5-(1-metilbutil)-2-tiobarbiturato de sodio (Tiopental sódico).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004900900,30049009,00,"Solución coloidal de polimerizado de gelatinas desintegradas, conteniendo además cloruros de sodio, de potasio y de calcio.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004901100,30049011,00,Preparación de hidroxialuminato de sodio o de magnesio y sorbitol.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004901200,30049012,00,"Medicamentos a base de triyodometano, aminobenzoato de butilo, aceite esencial de menta y eugenol.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004901300,30049013,00,Medicamentos a base de fluoruro de sodio y glicerina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004901400,30049014,00,Medicamentos en aerosol a base de clorhidrato de tetracaína y amino benzoato de etilo.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004901500,30049015,00,Preparación a base de cloruro de etilo.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004901600,30049016,00,"Medicamentos a base de 1-(4-hidroxi-3-hidroximetilfenil)-2-(terbutilamino)etanol, en envase aerosol.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004901700,30049017,00,"Mezcla de glucósidos de adonis, convallaria, oleander y scila.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004901800,30049018,00,Medicamentos en tabletas a base de azatioprina o de clorambucil o de melfalan o de busulfan o de 6-mercaptopurina.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004901900,30049019,00,Soluciones inyectables a base de besilato de atracurio o de acyclovir.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004902000,30049020,00,Medicamentos a base de mesilato de imatinib.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004902100,30049021,00,"Trinitrato de 1,2,3 propanotriol (nitroglicerina) absorbido en lactosa.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004902200,30049022,00,Medicamentos que contengan azidotimidina (Zidovudina).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004902300,30049023,00,Solución inyectable a base de aprotinina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004902400,30049024,00,Solución inyectable a base de nimodipina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004902500,30049025,00,Solución inyectable a base de ciprofloxacina al 0.2%.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004902600,30049026,00,"Grageas de liberación prolongada o tabletas de liberación instantánea, ambas a base de nisoldipina.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004902700,30049027,00,A base de saquinavir.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004902800,30049028,00,Tabletas a base de anastrazol.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004902900,30049029,00,Tabletas a base de bicalutamida.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004903000,30049030,00,Tabletas a base de quetiapina.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004903100,30049031,00,Anestésico a base de desflurano.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004903200,30049032,00,Tabletas a base de zafirlukast.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004903400,30049034,00,Tabletas a base de zolmitriptan.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004903500,30049035,00,"A base de sulfato de indinavir, o de amprenavir.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004903600,30049036,00,A base de finasteride.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004903700,30049037,00,"Tabletas de liberación prolongada, a base de nifedipina.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004903800,30049038,00,A base de octacosanol.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004903900,30049039,00,"Medicamentos a base de minerales, en cápsulas de gelatina blanda, aún cuando se presenten en sobres tropicalizados.",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004904000,30049040,00,A base de orlistat.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004904100,30049041,00,"A base de zalcitabina, en comprimidos.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004904300,30049043,00,Soluciones oftálmicas a base de: norfloxacina; clorhidrato de dorzolamida; o de maleato de timolol con gelán.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004904400,30049044,00,"A base de famotidina, en tabletas u obleas liofilizadas.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004904500,30049045,00,"A base de montelukast sódico o de benzoato de rizatriptan, en tabletas.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004904600,30049046,00,"A base de etofenamato, en solución inyectable.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004904700,30049047,00,"Anestésico a base de 2,6-bis-(1-metiletil)-fenol (Propofol), emulsión inyectable estéril.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004904800,30049048,00,"Medicamentos a base de cerivastatina, o a base de moxifloxacino.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004904900,30049049,00,Medicamentos a base de: mesilato de nelfinavir; de ganciclovir o de sal sódica de ganciclovir.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004905000,30049050,00,"Medicamentos a base de: succinato de metoprolol incluso con hidroclorotiazida; de formoterol; de candesartan cilexetilo incluso con hidroclorotiazida; de omeprazol, sus derivados o sales, o su isómero.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004905200,30049052,00,"A base de isotretinoina, cápsulas.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004909901,30049099,01,Preparaciones a base de proteínas hidrolizadas.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004909902,30049099,02,Medicamentos homeopáticos.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3004909999,30049099,99,Los demás.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3005100100,30051001,00,Tafetán engomado o venditas adhesivas.,Kg,20.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3005100200,30051002,00,"Apósitos de tejido cutáneo de porcino, liofilizados.",Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3005109900,30051099,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3005900100,30059001,00,"Algodón absorbente o gasas, con sustancias medicinales.",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3005900300,30059003,00,Hojas o bandas de materias plásticas artificiales esterilizadas para el tratamiento de quemaduras.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3005909901,30059099,01,Vendas elásticas.,Kg,20.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3005909999,30059099,99,Los demás.,Kg,20.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006100301,30061003,01,"Catguts u otras ligaduras estériles, para suturas quirúrgicas con diámetro igual o superior a 0.10 mm., sin exceder de 0.80 mm., excepto a base de polímeros del ácido glicólico y/o ácido láctico.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006100302,30061003,02,"Catguts u otras ligaduras estériles, excepto lo comprendido en el número de identificación comercial 3006.10.03.01.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006109900,30061099,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006300100,30063001,00,Reactivos de diagnóstico concebidos para usar en el paciente.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006300200,30063002,00,"Complejos estanosos liofilizados a base de: pirofosfato de sodio, fitato de calcio, albúmina humana, calcio trisódico, difosfonato de metileno y glucoheptonato de calcio, solución con un contenido de yodo, de la sal meglumina del ácido iocármico al 28%.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006309900,30063099,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006400200,30064002,00,Preparaciones de metales preciosos para obturación dental.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006400300,30064003,00,"Cera para cirugía de huesos, a base de cera natural de abeja.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006409901,30064099,01,Preparaciones para obturación dental a base de resinas acrílicas.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006409999,30064099,99,Los demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006500100,30065001,00,Botiquines equipados para primeros auxilios.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006600100,30066001,00,"Preparaciones químicas anticonceptivas a base de hormonas, de otros productos de la partida 29.37 o de espermicidas.",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006700100,30067001,00,"Preparaciones en forma de gel, concebidas para ser utilizadas en medicina o veterinaria como lubricante para ciertas partes del cuerpo en operaciones quirúrgicas o exámenes médicos o como nexo entre el cuerpo y los instrumentos médicos.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006910100,30069101,00,Dispositivos identificables para uso en estomas.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006920100,30069201,00,Desechos farmacéuticos.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006930100,30069301,00,Hechos a base de azúcar.,Kg,0.0,AMX (20%+0.36 Dls por Kg de azúcar),0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006930200,30069302,00,"Hechos a base de almidón u otros productos alimenticios, excepto a base de azúcar.",Kg,0.0,AMX (15%+0.36 Dls por Kg de azúcar),0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006930300,30069303,00,En forma líquida para ingestión oral.,L,0.0,AMX (20%+0.36 Dls por Kg de azúcar),0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006930400,30069304,00,En forma de kit que contengan medicamentos.,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3006939900,30069399,00,Los demás.,Kg,5.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3101000100,31010001,00,"Abonos de origen animal o vegetal, incluso mezclados entre sí o tratados químicamente; abonos procedentes de la mezcla o del tratamiento químico de productos de origen animal o vegetal.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3102100100,31021001,00,"Urea, incluso en disolución acuosa.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3102210100,31022101,00,Sulfato de amonio.,Kg,35.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3102299900,31022999,00,Las demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3102300201,31023002,01,Para uso agrícola.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3102300299,31023002,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3102400100,31024001,00,Mezclas de nitrato de amonio con carbonato de calcio u otras materias inorgánicas sin poder fertilizante.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3102500100,31025001,00,Nitrato de sodio.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3102600100,31026001,00,Sales dobles y mezclas entre sí de nitrato de calcio y nitrato de amonio.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3102800100,31028001,00,Mezclas de urea con nitrato de amonio en disolución acuosa o amoniacal.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3102909100,31029091,00,"Los demás, incluidas las mezclas no comprendidas en las subpartidas precedentes.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3103110100,31031101,00,Con un contenido de pentóxido de difósforo (P2O5) superior o igual al 35% en peso.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3103199900,31031999,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3103909900,31039099,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3104200100,31042001,00,Cloruro de potasio.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3104300201,31043002,01,Grado reactivo.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3104300299,31043002,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3104909900,31049099,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3105100100,31051001,00,Productos de este capítulo en tabletas o formas similares o en envases de un peso bruto inferior o igual a 10 kg.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3105200100,31052001,00,"Abonos minerales o químicos con los tres elementos fertilizantes: nitrógeno, fósforo y potasio.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3105300100,31053001,00,Hidrogenoortofosfato de diamonio (fosfato diamónico).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3105400100,31054001,00,"Dihidrogenoortofosfato de amonio (fosfato monoamónico), incluso mezclado con el hidrogenoortofosfato de diamonio (fosfato diamónico).",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3105510100,31055101,00,Que contengan nitratos y fosfatos.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3105599900,31055999,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3105600100,31056001,00,Abonos minerales o químicos con los dos elementos fertilizantes: fósforo y potasio.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3105909901,31059099,01,Nitrato sódico potásico.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3105909999,31059099,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3201100100,32011001,00,Extracto de quebracho.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3201200100,32012001,00,Extracto de mimosa (acacia).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3201909901,32019099,01,Extracto de roble o de castaño.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3201909999,32019099,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3202100100,32021001,00,Productos curtientes orgánicos sintéticos.,Kg,7.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3202909900,32029099,00,Los demás.,Kg,7.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3203000301,32030003,01,"Oleorresina colorante extractada de flor de cempasuchil, (zempasúchitl o marigold (Tagetes erecta)).",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3203000399,32030003,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204110100,32041101,00,"Colorantes dispersos con la siguiente clasificación de ""Colour Index"": Amarillo: 3, 23, 42, 54, 163; Azul: 3, 56, 60, 64, 79, 183, 291, 321; Café: 1; Naranja: 25:1, 29, 30, 37, 44, 89, 90; Negro: 9, 25, 33; Rojo: 1, 5, 17, 30, 54, 55, 55:1, 60, 167:1, 277, 366; Violeta: 1, 27, 93.",Kg,6.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204119901,32041199,01,"Colorantes dispersos con la siguiente clasificación de ""Colour Index"": Amarillo 82; Azul: 7(62500), 54, 288; Rojo: 11(62015), 288, 356; Violeta: 57.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204119902,32041199,02,Preparaciones a base de los colorantes comprendidos en el número de identificación comercial 3204.11.01.00.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204119991,32041199,91,Los demás colorantes dispersos.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204119999,32041199,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204120701,32041207,01,"Colorantes ácidos con la siguiente clasificación de ""Colour Index"": Amarillo: 38(25135), 54(19010), 99(13900), 103, 104, 111, 112, 118, 119, 121(18690), 123, 126, 127, 128, 129, 130, 136, 151, 155, 167, 169, 194, 204, 220, 232, 235; Azul: 6(17185), 9(42090), 40(62125), 72, 90(42655), 154, 157, 158(14880), 158:1(15050),158:2, 171, 182, 185, 193(15707), 199, 225, 227, 230, 239, 243, 245, 250, 252, 258, 280, 284, 288, 296, 314, 317, 349; Café: 28, 30, 44, 45, 50, 113, 226, 253, 282, 283, 289, 298, 304, 328, 355, 357, 363, 384, 396; Naranja: 20(14600), 28(16240), 59(18745), 80, 82, 85, 86, 89, 94, 102, 127, 142, 144, 154, 162, 168; Negro: 58, 60(18165), 64, 88, 124(15900), 131, 132, 150, 170, 177, 188, 207, 211, 218, 222; Rojo: 5(14905), 14(14720), 33(17200), 35(18065), 52(45100), 57, 60(16645), 63, 87(45380), 97(22890), 99(23285), 104(26420), 110(18020), 111(23266), 128(24125), 130, 131, 155(18130), 183(18800), 194, 195, 211, 216, 217, 225, 226, 227, 251, 253, 260, 262, 279, 281, 315, 330, 331, 359, 362, 383, 399, 403, 404, 405, 407, 423; Verde: 12(13425), 16(44025), 25(61570), 27(61580), 28, 40, 43, 60, 73, 82, 91, 104, 106; Violeta: 3(16580), 17(42650), 31, 48, 49(42640), 54, 64, 74, 90(18762), 109, 121, 126, 128, 150.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204120702,32041207,02,"Colorantes ácidos con la siguiente clasificación de ""Colour Index"": Amarillo: 23, 36, 49, 219; Azul: 25, 113, 260; Café: 14, 24; Naranja: 7; Negro: 1, 172, 194, 210; Rojo: 114, 337.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204120703,32041207,03,"Colorantes ácidos, excepto lo comprendido en los números de identificación comercial 3204.12.07.01 y 3204.12.07.02.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204120704,32041207,04,Preparaciones a base de los colorantes comprendidos en el número de identificación comercial 3204.12.07.02.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204120799,32041207,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204130501,32041305,01,"Colorantes básicos con la siguiente clasificación de ""Colour Index"": Amarillo: 28, 45; Azul: 3, 41; Café: 4; Violeta: 16; Rojo: 18, 46.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204130502,32041305,02,"Colorantes básicos, excepto con la siguiente clasificación de ""Colour Index"": Amarillo: 2(41000), 40; Azul: 7(42595), 9(52015), 26(44045); Rojo: 1(45160); Violeta: 3(42555), 10(45170), 14(42510) y lo comprendido en el número de identificación comercial 3204.13.05.01.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204130503,32041305,03,Preparaciones a base de lo comprendido en el número de identificación comercial 3204.13.05.01.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204130599,32041305,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204140501,32041405,01,"Colorantes directos con la siguiente clasificación de ""Colour Index"": Amarillo: 11, 12, 44, 50, 106; Azul: 2, 15, 80, 86; Café: 2, 95, 115; Naranja: 26; Negro: 22, 38, 170; Rojo: 23, 28, 81, 83; Verde:1.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204140502,32041405,02,"Colorantes directos, excepto con la siguiente clasificación de ""Colour Index"": Amarillo: 33(29020), 68, 69(25340), 93, 95, 96; Azul: 77, 84(23160), 90, 106(51300), 126(34010), 159(35775), 171, 211, 225, 230(22455), 251; Café: 59(22345), 97, 106, 116, 157, 169, 170, 172, 200, 212; Naranja: 1(22370, 22375, 22430), 107; Negro: 94, 97(35818), 117, 122(36250); Rojo: 9, 26(29190), 31(29100), 63, 75(25380), 155(25210), 173(29290), 184, 221, 223, 236, 254; Verde: 26(34045), 27, 28(14155), 30, 35, 59(34040), 67, 69; Violeta: 1(22570), 9(27885), 12(22550), 47(25410), 48(29125), 51(27905), 66(29120), 93 y lo comprendido en el número de identificación comercial 3204.14.05.01.",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204140503,32041405,03,Preparaciones a base de lo comprendido en el número de identificación comercial 3204.14.05.01.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204140599,32041405,99,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
3204150201,32041502,01,"Colorantes a la tina o a la cuba con la siguiente clasificación de ""Colour index"": Azul a la cuba: 1(73000); Azul a la cuba reducido: 1(73001), 43(53630); Azul a la cuba solubilizado: 1(73002).",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
